,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,playlist_year
767,Try Sleeping with a Broken Heart,The Element Of Freedom,Alicia Keys,2009-12-15,249013,60,0.496,0.158,0.821,0.246,0.13,-5.155,0.112,110.977,5,2010
768,Você me faz tão bem,Detonautas Acústico,Detonautas Roque Clube,2010-03-09,254520,60,0.391,0.377,0.797,1.52e-05,0.755,-7.991,0.061,143.605,4,2010
769,Ai Se Eu Te Pego - Ao Vivo,Na Balada (Ao Vivo),Michel Teló,2011-08-21,170493,65,0.65,0.222,0.947,0.0,0.979,-5.326,0.0717,96.035,4,2011
770,Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,2011-08-08,219333,84,0.789,0.127,0.858,0.0,0.349,-5.542,0.311,140.022,4,2011
771,Balada - Ao Vivo,Gusttavo Lima e Você (Ao Vivo),Gusttavo Lima,2011-09-20,201840,64,0.675,0.17,0.958,0.0,0.965,-4.208,0.0611,128.001,4,2011
772,What Makes You Beautiful,Up All Night,One Direction,2012-05-25,199986,83,0.726,0.009,0.787,0.0,0.0596,-2.494,0.0737,124.99,4,2011
773,Fugidinha,25 Anos (Ao Vivo),Exaltasamba,2011-07-05,184066,56,0.565,0.549,0.889,0.0,0.584,-8.902,0.0445,172.283,4,2011
774,Pumped Up Kicks,Torches,Foster The People,2011-05-23,239600,83,0.733,0.145,0.71,0.115,0.0956,-5.849,0.0292,127.975,4,2011
775,Paradise,Mylo Xyloto,Coldplay,2011-10-24,278719,83,0.449,0.0509,0.585,8.75e-05,0.0833,-6.761,0.0268,139.631,4,2011
776,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),Pitbull,2011-06-17,252306,81,0.671,0.191,0.939,0.0,0.298,-3.206,0.161,129.024,4,2011
777,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,Gym Class Heroes,2011-11-11,210960,81,0.646,0.0319,0.795,0.0,0.267,-3.293,0.0976,89.99,4,2011
778,Um Beijo - Ao Vivo,Ao Vivo No Rio,Luan Santana,2011-03-29,193040,52,0.456,0.465,0.907,7.01e-06,0.808,-4.188,0.0458,181.955,4,2011
779,Feel So Close - Radio Edit,18 Months,Calvin Harris,2012-10-29,206413,80,0.707,0.000972,0.924,0.00703,0.204,-2.842,0.031,127.937,4,2011
780,Super Bass,Pink Friday (Complete Edition),Nicki Minaj,2010-11-22,200013,80,0.723,0.271,0.86,4.56e-06,0.598,-4.357,0.203,126.979,4,2011
781,On The Floor,Love?,Jennifer Lopez,2011-01-01,284866,79,0.73,0.105,0.777,0.000478,0.0691,-5.194,0.0496,130.0,4,2011
782,Glad You Came,Battleground (Deluxe Edition),The Wanted,2011-01-01,197935,79,0.722,0.0319,0.851,0.0,0.108,-3.873,0.0639,126.885,4,2011
783,Rolling in the Deep,21,Adele,2011-01-24,228093,78,0.73,0.138,0.769,0.0,0.0473,-5.114,0.0298,104.948,4,2011
784,Love You Like A Love Song,When The Sun Goes Down,Selena Gomez & The Scene,2011-01-01,188453,78,0.858,0.0761,0.678,0.0,0.0741,-3.87,0.0469,117.009,4,2011
785,Only Girl (In The World),Loud (Japan Version),Rihanna,2010-01-01,235493,78,0.789,0.112,0.706,1.71e-05,0.0586,-4.233,0.0429,125.911,4,2011
786,Grenade,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,222091,77,0.704,0.148,0.558,0.0,0.107,-7.273,0.0542,110.444,4,2011
787,Good Feeling,Wild Ones,Flo Rida,2012-06-22,248133,76,0.706,0.0588,0.89,0.00286,0.306,-4.444,0.0688,128.011,4,2011
788,Headlines,Take Care (Deluxe),Drake,2011-11-15,235986,76,0.636,0.365,0.566,0.000353,0.0917,-7.16,0.106,151.894,4,2011
789,Raise Your Glass,Raise Your Glass,P!nk,2010-10-05,202960,76,0.7,0.0048,0.709,0.0,0.029,-5.006,0.0838,122.019,4,2011
790,No Hands (feat. Roscoe Dash & Wale),Flockaveli,Waka Flocka Flame,2010-10-01,263773,76,0.76,0.00544,0.595,0.0,0.241,-6.366,0.0391,131.497,4,2011
791,Someone Like You,21,Adele,2011-01-24,285240,78,0.556,0.893,0.319,0.0,0.0996,-8.251,0.0281,135.187,4,2011
792,S&M,Loud (Japan Version),Rihanna,2010-01-01,243600,76,0.769,0.0105,0.684,0.000125,0.0887,-5.019,0.0411,127.972,4,2011
793,All Of The Lights,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,299613,76,0.531,0.0796,0.803,1.71e-05,0.176,-3.284,0.0717,142.113,4,2011
794,Who Says,When The Sun Goes Down,Selena Gomez & The Scene,2011-01-01,195613,76,0.682,0.0843,0.927,0.0,0.149,-2.915,0.0479,101.019,4,2011
795,Black and Yellow,Rolling Papers,Wiz Khalifa,2011-03-29,217666,75,0.684,0.0646,0.834,0.0,0.271,-4.524,0.0675,164.02,4,2011
796,Last Friday Night (T.G.I.F.),Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,230746,75,0.649,0.00125,0.815,4.31e-05,0.671,-3.796,0.0415,126.03,4,2011
797,Love On Top,4,Beyoncé,2011-06-24,267413,74,0.652,0.0848,0.749,0.0,0.604,-5.248,0.0886,94.103,4,2011
798,Marry You,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,230192,74,0.621,0.332,0.82,0.0,0.104,-4.865,0.0367,144.905,4,2011
799,What the Hell,Goodbye Lullaby (Expanded Edition),Avril Lavigne,2011-03-08,220706,74,0.578,0.00472,0.926,0.0127,0.14,-3.689,0.0548,149.976,4,2011
800,Set Fire to the Rain,21,Adele,2011-01-24,242973,77,0.603,0.00408,0.67,1.68e-06,0.112,-3.882,0.0249,107.993,4,2011
801,The A Team,+,Ed Sheeran,2011-09-09,258373,74,0.642,0.669,0.289,0.0,0.18,-9.918,0.0367,84.996,4,2011
802,We Found Love,Talk That Talk,Rihanna,2011-11-19,215226,76,0.735,0.025,0.766,0.00138,0.108,-4.485,0.0383,127.985,4,2011
803,Springsteen,Chief,Eric Church,2011-01-01,263386,73,0.692,0.1,0.809,9.77e-05,0.185,-5.935,0.0255,104.023,4,2011
804,Jar of Hearts,lovestrong.,Christina Perri,2011-05-10,246587,72,0.349,0.726,0.348,0.0,0.12,-6.142,0.0316,74.541,4,2011
805,6 Foot 7 Foot,Tha Carter IV,Lil Wayne,2011-01-01,248586,72,0.365,0.000707,0.751,0.0,0.318,-5.429,0.304,79.119,4,2011
806,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over,Maroon 5,2010,201160,71,0.722,0.0111,0.758,0.0,0.308,-4.477,0.0471,128.047,4,2011
807,The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,189109,72,0.794,0.3,0.711,0.0,0.0955,-5.124,0.0699,174.915,4,2011
808,We R Who We R,Cannibal (Expanded Edition),Kesha,2010-11-19,204760,71,0.736,0.00987,0.817,0.00167,0.117,-4.9,0.0407,119.95,4,2011
809,Hey Baby (Drop It to the Floor) (feat. T-Pain),Planet Pit (Deluxe Version),Pitbull,2011-06-17,234453,71,0.595,0.0434,0.912,0.0,0.259,-3.428,0.0884,128.024,4,2011
810,Every Teardrop Is a Waterfall,Mylo Xyloto,Coldplay,2011-10-24,240796,71,0.425,0.00194,0.732,0.0103,0.171,-6.883,0.0396,117.98,4,2011
811,Lego House,+,Ed Sheeran,2011-09-09,185093,72,0.592,0.562,0.637,0.0,0.13,-8.48,0.0992,159.701,4,2011
812,What's My Name?,Loud (Japan Version),Rihanna,2010-01-01,263173,71,0.689,0.182,0.784,0.0,0.0843,-2.972,0.074,99.954,4,2011
813,No Church In The Wild,Watch The Throne (Deluxe),JAY-Z,2011-08-08,272506,71,0.654,0.246,0.75,0.0178,0.167,-7.509,0.105,92.78,4,2011
814,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),F.A.M.E. (Expanded Edition),Chris Brown,2011-03-22,222586,70,0.767,0.0339,0.677,5.51e-06,0.144,-6.128,0.184,146.155,4,2011
815,The Show Goes On,Lasers,Lupe Fiasco,2011-03-04,239613,70,0.591,0.0189,0.889,0.0,0.155,-3.839,0.115,143.067,4,2011
816,House Of Balloons / Glass Table Girls,Trilogy,The Weeknd,2012-11-13,405213,69,0.65,0.0123,0.711,0.00943,0.301,-5.417,0.0377,89.019,4,2011
817,Born This Way,Born This Way (Special Edition),Lady Gaga,2011-01-01,260253,69,0.587,0.00327,0.828,0.0,0.331,-5.108,0.161,123.907,4,2011
818,Best Thing I Never Had,4,Beyoncé,2011-06-24,253746,69,0.546,0.143,0.649,1.55e-05,0.0894,-4.056,0.0324,99.05,4,2011
819,Party Rock Anthem,Sorry For Party Rocking,LMFAO,2011-01-01,262173,69,0.75,0.0189,0.727,0.0,0.266,-4.21,0.142,129.993,4,2011
820,Lighters,Hell: The Sequel (Deluxe),Bad Meets Evil,2011-01-01,303813,69,0.676,0.352,0.695,0.0,0.119,-8.327,0.245,90.268,4,2011
821,Sweat - Remix,Sweat (Snoop Dogg Vs. David Guetta) [Remix],Snoop Dogg,2011-01-01,195986,69,0.813,0.0597,0.732,0.00137,0.0826,-5.636,0.03,130.02,4,2011
822,Firework,Teenage Dream,Katy Perry,2010-01-01,227893,69,0.638,0.141,0.832,0.0,0.113,-5.039,0.049,124.071,4,2011
823,How To Love,Tha Carter IV,Lil Wayne,2011-01-01,240306,67,0.644,0.000177,0.661,5.14e-06,0.108,-6.093,0.0418,154.001,4,2011
824,Fuck You,The Lady Killer,CeeLo Green,2010-11-09,222933,67,0.69,0.129,0.834,0.0,0.136,-5.79,0.0566,127.43,4,2011
825,Céu Azul (Ao Vivo),Música Popular Caiçara (Ao Vivo),Charlie Brown Jr.,2012-03-19,196347,67,0.678,0.611,0.577,0.0,0.249,-6.096,0.0272,120.09,4,2011
826,I Wanna Go,Femme Fatale (Deluxe Version),Britney Spears,2011-03-28,210266,66,0.696,0.00379,0.546,3.8e-06,0.332,-6.55,0.0414,130.002,4,2011
827,The Adventures of Rain Dance Maggie,I'm with You,Red Hot Chili Peppers,2011-08-29,282400,66,0.683,0.00112,0.734,0.0139,0.258,-4.523,0.029,106.254,4,2011
828,E.T.,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,229573,66,0.62,0.0181,0.869,0.0,0.369,-5.252,0.175,151.684,4,2011
829,Pretty Girl Rock,No Boys Allowed,Keri Hilson,2010-01-01,243920,65,0.666,0.203,0.87,0.0,0.0851,-5.004,0.246,160.014,4,2011
830,Save The World,Save The World,Swedish House Mafia,2011-05-13,213337,65,0.507,0.0144,0.665,0.0,0.0759,-7.598,0.0474,126.879,4,2011
831,Sexy And I Know It,Sorry For Party Rocking (Deluxe Version),LMFAO,2011-01-01,199480,65,0.707,0.1,0.861,0.0,0.191,-4.225,0.316,130.021,4,2011
832,Mr. Saxobeat,Saxobeats,Alexandra Stan,2011-10-25,195105,65,0.72,0.0276,0.925,0.000238,0.14,-4.165,0.0511,127.004,4,2011
833,Till the World Ends,Femme Fatale (Deluxe Version),Britney Spears,2011-03-28,237946,65,0.693,0.0228,0.705,0.0,0.202,-5.747,0.0665,131.951,4,2011
834,Yonkers,Goblin,"Tyler, The Creator",2011-05-09,249333,64,0.712,0.0161,0.759,0.0808,0.217,-5.397,0.334,79.102,4,2011
835,The Edge Of Glory,Born This Way,Lady Gaga,2011-01-01,320586,64,0.581,0.000343,0.772,0.0191,0.11,-6.544,0.0401,127.952,4,2011
836,Where Them Girls At (feat. Nicki Minaj & Flo Rida),Nothing but the Beat 2.0,David Guetta,2011-08-24,210093,64,0.664,0.0306,0.872,0.0,0.228,-3.117,0.0396,129.873,4,2011
837,I Won't Let You Go,The Awakening,James Morrison,2011-01-01,229303,63,0.537,0.229,0.611,0.0,0.146,-6.427,0.0304,105.955,4,2011
838,Just A Kiss,Own The Night,Lady A,2011-09-13,218840,63,0.593,0.446,0.639,0.0,0.0998,-5.826,0.0307,142.881,4,2011
839,Royals,Pure Heroine,Lorde,2013-09-27,190185,78,0.674,0.121,0.428,0.0,0.132,-9.504,0.122,84.878,4,2012
840,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,233478,86,0.726,0.049,0.698,0.0,0.309,-4.165,0.0431,143.994,4,2012
841,Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,2011-08-08,219333,84,0.789,0.127,0.858,0.0,0.349,-5.542,0.311,140.022,4,2012
842,What Makes You Beautiful,Up All Night,One Direction,2012-05-25,199986,83,0.726,0.009,0.787,0.0,0.0596,-2.494,0.0737,124.99,4,2012
843,Set Fire to the Rain,21,Adele,2011-01-24,242973,77,0.603,0.00408,0.67,1.68e-06,0.112,-3.882,0.0249,107.993,4,2012
844,Paradise,Mylo Xyloto,Coldplay,2011-10-24,278719,83,0.449,0.0509,0.585,8.75e-05,0.0833,-6.761,0.0268,139.631,4,2012
845,Can't Hold Us (feat. Ray Dalton),The Heist,Macklemore & Ryan Lewis,2012-10-09,258342,81,0.641,0.0291,0.922,0.0,0.0862,-4.457,0.0786,146.078,4,2012
846,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,P!nk,2012-09-18,242733,80,0.778,0.346,0.547,0.000302,0.132,-7.273,0.0489,95.002,4,2012
847,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-07,213826,85,0.612,0.932,0.28,0.0,0.088,-8.648,0.0434,72.795,4,2012
848,Feel So Close - Radio Edit,18 Months,Calvin Harris,2012-10-29,206413,80,0.707,0.000972,0.924,0.00703,0.204,-2.842,0.031,127.937,4,2012
849,Glad You Came,Battleground (Deluxe Edition),The Wanted,2011-01-01,197935,79,0.722,0.0319,0.851,0.0,0.108,-3.873,0.0639,126.885,4,2012
850,Danza Kuduro,Meet The Orphans,Don Omar,2010-01-01,198773,78,0.4,0.0846,0.915,0.0,0.0503,-4.89,0.28,88.917,3,2012
851,Die Young,Warrior (Expanded Edition),Kesha,2012-11-30,211920,78,0.711,0.00498,0.7,0.000125,0.215,-4.805,0.046,128.001,4,2012
852,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-10-11,207333,77,0.715,0.0525,0.655,0.0,0.115,-6.425,0.137,95.078,4,2012
853,Whistle,Wild Ones,Flo Rida,2012-06-22,224653,77,0.747,0.0208,0.937,0.0,0.29,-5.746,0.0453,103.976,4,2012
854,I Knew You Were Trouble.,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,219720,77,0.622,0.00454,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,4,2012
855,Girl on Fire,Girl on Fire (Remixes) - EP,Alicia Keys,2012-11-18,224920,77,0.482,0.135,0.706,0.00106,0.105,-5.762,0.0607,92.513,4,2012
856,Thinkin Bout You,channel ORANGE,Frank Ocean,2012-07-10,200746,77,0.721,0.409,0.339,0.00153,0.0973,-11.195,0.0532,129.83,4,2012
857,Try,The Truth About Love,P!nk,2012-09-18,247906,76,0.674,0.00144,0.628,0.0,0.0944,-7.079,0.03,103.998,4,2012
858,We Found Love,Talk That Talk,Rihanna,2011-11-19,215226,76,0.735,0.025,0.766,0.00138,0.108,-4.485,0.0383,127.985,4,2012
859,Skyfall,Skyfall,Adele,2012-10-04,286480,76,0.346,0.417,0.552,0.0,0.114,-6.864,0.0282,75.881,4,2012
860,Somebody That I Used To Know,Making Mirrors,Gotye,2011-01-01,244973,76,0.864,0.591,0.495,0.000133,0.0992,-7.036,0.037,129.062,4,2012
861,Take Care,Take Care (Deluxe),Drake,2011-11-15,277386,75,0.629,0.0267,0.515,1.22e-05,0.0888,-10.358,0.265,121.845,4,2012
862,Good Feeling,Wild Ones,Flo Rida,2012-06-22,248133,76,0.706,0.0588,0.89,0.00286,0.306,-4.444,0.0688,128.011,4,2012
863,International Love (feat. Chris Brown),Planet Pit (Deluxe Version),Pitbull,2011-06-17,227280,75,0.67,0.0124,0.855,0.0,0.335,-3.035,0.0499,120.05,4,2012
864,Let Her Go,All The Little Lights,Passenger,2012-08-28,252733,75,0.479,0.365,0.545,0.0,0.0963,-7.346,0.0688,74.897,4,2012
865,Thrift Shop (feat. Wanz),The Heist,Macklemore,2012-10-09,235613,75,0.781,0.0633,0.526,0.0,0.0457,-6.986,0.293,94.993,4,2012
866,Little Things,Take Me Home (Expanded Edition),One Direction,2012-11-12,219040,75,0.709,0.811,0.22,0.0,0.175,-11.856,0.0327,110.076,4,2012
867,Ho Hey,The Lumineers,The Lumineers,2012-04-03,163133,74,0.685,0.794,0.466,2.06e-06,0.0915,-9.074,0.0304,79.936,4,2012
868,Part Of Me,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,216160,74,0.678,0.000417,0.918,0.0,0.0744,-4.63,0.0355,130.028,4,2012
869,Troublemaker (feat. Flo Rida),Right Place Right Time (Expanded Edition),Olly Murs,2012-11-26,185586,74,0.762,0.015,0.863,0.0,0.125,-3.689,0.0561,106.012,4,2012
870,Demons,Night Visions,Imagine Dragons,2012-09-04,175200,74,0.505,0.19,0.71,0.00025,0.329,-3.015,0.0321,89.938,4,2012
871,We Are Never Ever Getting Back Together,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,193146,74,0.628,0.00957,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,4,2012
872,We Are Young (feat. Janelle Monáe),Some Nights,fun.,2012-02-21,250626,74,0.378,0.02,0.638,7.66e-05,0.0849,-5.576,0.075,184.086,4,2012
873,Live While We're Young,Take Me Home (Expanded Edition),One Direction,2012-11-12,200213,74,0.663,0.0542,0.857,0.0,0.144,-2.16,0.0544,126.039,4,2012
874,BURN IT DOWN,LIVING THINGS,Linkin Park,2012-06-20,230253,74,0.585,0.0143,0.972,0.0,0.0707,-4.45,0.0534,110.006,4,2012
875,The Motto,Take Care (Deluxe),Drake,2011-11-15,181573,73,0.766,0.000107,0.442,6.12e-05,0.111,-8.558,0.356,201.8,4,2012
876,Starships,Pink Friday ... Roman Reloaded,Nicki Minaj,2011-01-01,210626,73,0.747,0.135,0.716,0.0,0.251,-2.457,0.075,125.008,4,2012
877,Gangnam Style (강남스타일),Gangnam Style (강남스타일),PSY,2012-01-01,219493,73,0.727,0.00417,0.937,0.0,0.091,-2.871,0.286,132.067,4,2012
878,Mercy,Mercy,Kanye West,2012-01-01,329320,72,0.563,0.0685,0.496,5.8e-05,0.173,-9.381,0.406,139.993,4,2012
879,Radioactive,Night Visions,Imagine Dragons,2012-09-04,186813,72,0.448,0.106,0.784,0.000108,0.668,-3.686,0.0627,136.245,4,2012
880,The One That Got Away,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,227333,72,0.687,0.000802,0.792,0.0,0.2,-4.023,0.0353,133.962,4,2012
881,The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,189109,72,0.794,0.3,0.711,0.0,0.0955,-5.124,0.0699,174.915,4,2012
882,Call Me Maybe,Kiss (Deluxe),Carly Rae Jepsen,2012-01-01,193400,72,0.783,0.0114,0.58,2.28e-06,0.108,-6.548,0.0408,120.021,4,2012
883,Sweet Nothing (feat. Florence Welch),18 Months,Calvin Harris,2012-10-29,212560,71,0.573,0.197,0.929,0.000112,0.0567,-3.942,0.109,127.934,4,2012
884,Breezeblocks,An Awesome Wave,alt-J,2012-09-18,227080,71,0.615,0.096,0.658,0.000911,0.205,-7.299,0.0343,150.093,4,2012
885,One More Night,Overexposed (Deluxe),Maroon 5,2012-01-01,219466,71,0.718,0.0444,0.82,0.0,0.0846,-3.453,0.0323,92.998,4,2012
886,Latch,Settle (Deluxe),Disclosure,2013-06-03,255866,71,0.729,0.0178,0.735,0.000193,0.089,-5.455,0.0919,121.986,4,2012
887,Where Have You Been,Talk That Talk,Rihanna,2011-11-19,242680,71,0.719,0.00201,0.847,0.0204,0.223,-6.34,0.0916,127.963,4,2012
888,How to Be a Heartbreaker,Electra Heart (Deluxe),MARINA,2012-04-30,221493,71,0.69,0.0142,0.897,0.0,0.108,-4.696,0.0506,140.05,4,2012
889,"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city",Kendrick Lamar,2012,310720,70,0.587,0.0152,0.698,0.0,0.442,-8.948,0.0943,133.954,4,2012
890,Bangarang (feat. Sirah),Bangarang EP,Skrillex,2011-12-27,215253,70,0.716,0.0145,0.972,3.22e-05,0.317,-2.302,0.196,110.026,4,2012
891,Payphone,Overexposed (Deluxe),Maroon 5,2012-01-01,231386,70,0.739,0.0136,0.756,0.0,0.37,-4.828,0.0394,110.028,4,2012
892,Give Your Heart a Break,Unbroken,Demi Lovato,2011-01-01,205346,70,0.651,0.23,0.695,0.0,0.144,-3.218,0.0487,123.008,4,2012
893,Chasing The Sun,The Wanted (Special Edition),The Wanted,2012-01-01,198800,70,0.637,0.244,0.732,0.0,0.498,-6.209,0.0965,128.108,4,2012
894,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,One Day / Reckoning Song (Wankelmut Remix),Asaf Avidan,2012-08-03,215186,69,0.826,0.223,0.668,6.92e-05,0.167,-6.329,0.0571,118.99,4,2012
895,I Love It (feat. Charli XCX),THIS IS... ICONA POP,Icona Pop,2013-08-27,157152,69,0.711,0.00952,0.906,1.64e-05,0.153,-2.671,0.0284,125.916,4,2012
896,Stay - Album Version (Edited),Unapologetic (Edited Version),Rihanna,2012-01-01,240706,69,0.621,0.945,0.31,6.12e-05,0.117,-10.164,0.0283,111.893,4,2012
897,It Will Rain,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Various Artists,2011-11-04,257720,69,0.576,0.337,0.835,0.0,0.082,-6.826,0.0486,150.017,4,2012
898,On Top Of The World,Night Visions (Deluxe),Imagine Dragons,2012-09-04,189840,69,0.635,0.0893,0.926,4.53e-06,0.0928,-5.589,0.151,100.048,4,2012
899,Let Me Love You (Until You Learn To Love Yourself),R.E.D. (Deluxe Edition),Ne-Yo,2012-01-01,251626,69,0.658,0.248,0.677,0.0,0.368,-6.628,0.0393,124.91,4,2012
900,Titanium (feat. Sia),Nothing but the Beat 2.0,David Guetta,2011-08-24,245040,69,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4,2012
901,Wide Awake,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,220946,68,0.514,0.0749,0.683,2.64e-06,0.392,-5.099,0.0367,159.814,4,2012
902,Princess of China,Mylo Xyloto,Coldplay,2011-10-24,239215,68,0.42,0.00385,0.69,0.015,0.287,-6.221,0.0347,85.014,4,2012
903,Take a Walk,Gossamer,Passion Pit,2012-07-23,264493,68,0.566,0.0338,0.755,0.0,0.315,-5.526,0.0368,101.006,4,2012
904,212,Broke with Expensive Taste,Azealia Banks,2014-11-07,204956,68,0.846,0.0123,0.772,0.000106,0.0769,-5.735,0.259,125.998,4,2012
905,m.A.A.d city,"good kid, m.A.A.d city",Kendrick Lamar,2012,350120,68,0.487,0.0538,0.729,4.07e-06,0.44,-6.815,0.271,91.048,4,2012
906,Million Voices - Radio Edit,Million Voices,Otto Knows,2012-01-01,192866,68,0.582,0.0022,0.894,0.0223,0.0664,-6.298,0.041,125.946,4,2012
907,Beneath Your Beautiful (feat. Emeli Sandé),Electronic Earth (Expanded Edition),Labrinth,2012-04-02,271813,68,0.561,0.227,0.522,0.0,0.104,-5.857,0.0318,83.962,4,2012
908,As Long As You Love Me,Believe (Deluxe Edition),Justin Bieber,2012-06-15,229466,67,0.571,0.0811,0.873,0.0,0.361,-3.382,0.1,139.691,4,2012
909,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,233478,86,0.726,0.049,0.698,0.0,0.309,-4.165,0.0431,143.994,4,2013
910,Blurred Lines,Blurred Lines,Robin Thicke,2013-01-01,263053,56,0.861,0.00412,0.504,1.78e-05,0.0783,-7.707,0.0489,120.0,4,2013
911,Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,240400,90,0.612,0.0495,0.807,0.0177,0.101,-2.81,0.0336,124.053,4,2013
912,Another Love,Long Way Down (Deluxe),Tom Odell,2013-06-24,244360,90,0.445,0.695,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,4,2013
913,Do I Wanna Know?,AM,Arctic Monkeys,2013-09-09,272394,87,0.548,0.186,0.532,0.000263,0.217,-7.596,0.0323,85.03,4,2013
914,Wake Me Up,True,Avicii,2013-01-01,247426,85,0.532,0.0038,0.783,0.0012,0.161,-5.697,0.0523,124.08,4,2013
915,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Daft Punk,2013-04-19,248413,82,0.794,0.0426,0.811,1.07e-06,0.101,-8.966,0.038,116.047,4,2013
916,Safe And Sound,In A Tidal Wave Of Mystery (Deluxe Edition),Capital Cities,2013,192789,82,0.655,0.000176,0.819,0.00374,0.104,-4.852,0.0316,117.956,5,2013
917,Can't Hold Us (feat. Ray Dalton),The Heist,Macklemore & Ryan Lewis,2012-10-09,258342,81,0.641,0.0291,0.922,0.0,0.0862,-4.457,0.0786,146.078,4,2013
918,All I Want,In A Perfect World (Expanded Edition),Kodaline,2013-06-17,305746,81,0.188,0.174,0.411,0.153,0.0843,-9.733,0.0484,187.376,3,2013
919,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,P!nk,2012-09-18,242733,80,0.778,0.346,0.547,0.000302,0.132,-7.273,0.0489,95.002,4,2013
920,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-07,213826,85,0.612,0.932,0.28,0.0,0.088,-8.648,0.0434,72.795,4,2013
921,Roar,PRISM (Deluxe),Katy Perry,2013-10-18,223546,73,0.554,0.00487,0.772,6.6e-06,0.354,-4.821,0.0418,179.984,4,2013
922,A Thousand Years,A Thousand Years,Christina Perri,2011-10-18,285120,80,0.421,0.309,0.407,0.000961,0.11,-7.445,0.0267,139.028,3,2013
923,Why'd You Only Call Me When You're High?,AM,Arctic Monkeys,2013-09-09,161123,86,0.691,0.0483,0.631,1.13e-05,0.104,-6.478,0.0368,92.004,4,2013
924,Still into You,Paramore,Paramore,2013-04-05,216013,79,0.602,0.0098,0.923,0.0,0.0561,-3.763,0.044,136.01,4,2013
925,3005,Because the Internet,Childish Gambino,2013-12-10,234215,78,0.472,0.113,0.448,0.0,0.0914,-7.272,0.326,166.077,4,2013
926,Royals,Pure Heroine,Lorde,2013-09-27,190185,78,0.674,0.121,0.428,0.0,0.132,-9.504,0.122,84.878,4,2013
927,Counting Stars,Native,OneRepublic,2014-01-01,257839,78,0.664,0.0654,0.705,0.0,0.115,-4.972,0.0382,122.017,4,2013
928,Treasure,Unorthodox Jukebox,Bruno Mars,2012-12-07,178560,79,0.874,0.0412,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,4,2013
929,Mirrors,The 20/20 Experience (Deluxe Version),Justin Timberlake,2013-03-15,484146,78,0.574,0.234,0.512,0.0,0.0946,-6.664,0.0503,76.899,4,2013
930,Scream & Shout,#willpower,will.i.am,2013-01-01,283400,77,0.772,0.019,0.685,8.96e-05,0.131,-6.849,0.0696,130.033,4,2013
931,I Knew You Were Trouble.,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,219720,77,0.622,0.00454,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,4,2013
932,Heart Attack,Demi,Demi Lovato,2013-01-01,210840,77,0.504,0.0738,0.785,0.0,0.239,-4.802,0.104,173.968,4,2013
933,We Can't Stop,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,231240,77,0.613,0.00882,0.622,0.0,0.37,-5.794,0.0334,80.003,4,2013
934,Team,Pure Heroine,Lorde,2013-09-27,193058,77,0.69,0.167,0.578,0.0,0.305,-7.436,0.0929,99.961,4,2013
